ts,open,high,low,close,vol,ema9,ema21,long,signal
2020-01-01 02:00:00,7215.52,7223.37,7214.09,7217.25,62.727497,7209.15700466123,7196.523918318094,True,0
2020-01-01 02:05:00,7217.21,7223.8,7214.27,7217.18,40.37927,7210.7616037289845,7198.40174392554,True,0
2020-01-01 02:10:00,7217.73,7219.03,7211.41,7211.97,30.653886,7211.003282983188,7199.635221750491,True,0
2020-01-01 02:15:00,7212.87,7225.0,7212.15,7224.2,32.415222,7213.642626386551,7201.868383409537,True,0
2020-01-01 02:20:00,7224.2,7230.0,7218.97,7229.32,36.710927,7216.778101109241,7204.363984917761,True,0
2020-01-01 02:25:00,7229.5,7238.88,7224.91,7228.09,106.131355,7219.040480887394,7206.520895379782,True,0
2020-01-01 02:30:00,7227.12,7236.07,7226.79,7234.76,56.688336,7222.184384709915,7209.088086708893,True,0
2020-01-01 02:35:00,7233.83,7235.83,7228.08,7232.21,73.99718,7224.189507767933,7211.1900788262665,True,0
2020-01-01 02:40:00,7232.75,7237.99,7229.65,7237.63,42.633819,7226.877606214346,7213.593708023878,True,0
2020-01-01 02:45:00,7237.42,7237.81,7231.93,7236.13,38.429914,7228.728084971477,7215.642461839889,True,0
2020-01-01 02:50:00,7237.21,7244.2,7232.2,7243.65,89.94917,7231.712467977182,7218.188601672626,True,0
2020-01-01 02:55:00,7243.07,7244.87,7238.0,7242.85,44.440233,7233.939974381747,7220.430546975114,True,0
2020-01-01 03:00:00,7242.66,7245.0,7230.25,7235.33,87.259123,7234.217979505397,7221.785042704649,True,0
2020-01-01 03:05:00,7235.18,7235.66,7220.1,7224.98,108.385003,7232.370383604318,7222.075493367862,True,0
2020-01-01 03:10:00,7224.98,7229.7,7223.43,7228.5,75.378899,7231.596306883454,7222.659539425329,True,0
2020-01-01 03:15:00,7227.43,7235.5,7227.19,7235.5,76.264249,7232.377045506764,7223.826854023026,True,0
2020-01-01 03:20:00,7234.11,7237.41,7232.87,7235.87,33.335067,7233.075636405411,7224.921685475478,True,0
2020-01-01 03:25:00,7235.53,7238.77,7231.23,7237.15,59.789927,7233.89050912433,7226.0333504322525,True,0
2020-01-01 03:30:00,7237.82,7244.33,7237.16,7243.77,60.0435,7235.866407299464,7227.64577312023,True,0
2020-01-01 03:35:00,7242.4,7242.48,7226.0,7228.85,81.881714,7234.463125839572,7227.755248291118,True,0
2020-01-01 03:40:00,7228.75,7231.99,7220.23,7221.27,61.273717,7231.824500671658,7227.165680264652,True,0
2020-01-01 03:45:00,7221.27,7227.89,7220.0,7227.5,38.46044,7230.959600537327,7227.196072967866,True,0
2020-01-01 03:50:00,7228.18,7228.18,7223.21,7226.06,45.602554,7229.979680429862,7227.092793607151,True,0
2020-01-01 03:55:00,7225.58,7230.78,7223.61,7225.01,56.050674,7228.9857443438905,7226.903448733773,True,0
2020-01-01 04:00:00,7225.0,7229.72,7223.93,7228.58,64.682238,7228.904595475113,7227.055862485248,True,0
2020-01-01 04:05:00,7228.09,7229.88,7224.61,7228.14,36.798454,7228.75167638009,7227.154420441135,True,0
2020-01-01 04:10:00,7228.31,7228.32,7217.81,7219.09,51.086989,7226.819341104073,7226.421291310123,True,0
2020-01-01 04:15:00,7218.61,7223.0,7216.42,7220.77,75.558678,7225.6094728832595,7225.907537554657,False,-1
2020-01-01 04:20:00,7221.89,7222.68,7215.03,7219.49,35.802333,7224.385578306608,7225.3241250496885,False,0
2020-01-01 04:25:00,7219.76,7224.46,7216.5,7222.23,56.62756,7223.954462645287,7225.042840954262,False,0
2020-01-01 04:30:00,7221.21,7230.0,7220.18,7229.15,35.025332,7224.99357011623,7225.416219049329,False,0
2020-01-01 04:35:00,7228.08,7229.46,7224.71,7226.07,23.223855,7225.208856092984,7225.475653681208,False,0
2020-01-01 04:40:00,7225.62,7225.92,7220.69,7221.92,22.107873,7224.551084874388,7225.152412437462,False,0
2020-01-01 04:45:00,7221.84,7228.9,7221.84,7227.98,23.831594,7225.23686789951,7225.409465852238,False,0
2020-01-01 04:50:00,7227.97,7228.78,7217.35,7218.73,26.898785,7223.935494319609,7224.802241683852,False,0
2020-01-01 04:55:00,7218.95,7220.69,7216.18,7217.27,16.168887,7222.602395455688,7224.117492439866,False,0
2020-01-01 05:00:00,7217.26,7227.26,7217.26,7225.67,34.968134,7223.21591636455,7224.258629490787,False,0
2020-01-01 05:05:00,7224.66,7228.68,7223.57,7227.14,32.472218,7224.0007330916405,7224.520572264352,False,0
2020-01-01 05:10:00,7227.4,7229.76,7221.56,7223.95,30.646537,7223.990586473313,7224.4687020585025,False,0
2020-01-01 05:15:00,7223.14,7223.67,7218.83,7218.88,20.309113,7222.968469178651,7223.960638235002,False,0
2020-01-01 05:20:00,7219.24,7222.05,7216.65,7218.3,30.368248,7222.0347753429205,7223.446034759093,False,0
2020-01-01 05:25:00,7217.75,7223.07,7216.82,7220.18,28.253298,7221.663820274337,7223.149122508266,False,0
2020-01-01 05:30:00,7220.17,7222.88,7218.62,7221.76,27.304449,7221.68305621947,7223.0228386438785,False,0
2020-01-01 05:35:00,7221.46,7224.14,7221.1,7222.53,18.490987,7221.852444975577,7222.978035130798,False,0
2020-01-01 05:40:00,7222.28,7222.3,7218.05,7220.6,37.610482,7221.601955980462,7222.761850118908,False,0
2020-01-01 05:45:00,7220.31,7227.0,7219.54,7225.98,32.152634,7222.47756478437,7223.054409199007,False,0
2020-01-01 05:50:00,7225.79,7228.16,7222.2,7226.99,31.899579,7223.380051827497,7223.412190180915,False,0
2020-01-01 05:55:00,7226.99,7226.99,7220.77,7224.21,20.194917,7223.546041461997,7223.484718346286,True,1
2020-01-01 06:00:00,7224.24,7228.31,7222.87,7226.84,32.176161,7224.204833169599,7223.789743951169,True,0
2020-01-01 06:05:00,7226.69,7229.0,7224.97,7228.99,26.280669,7225.161866535679,7224.262494501062,True,0
2020-01-01 06:10:00,7228.87,7231.68,7226.37,7229.31,48.526293,7225.991493228544,7224.721358637329,True,0
2020-01-01 06:15:00,7229.31,7236.27,7227.03,7232.57,69.268823,7227.307194582835,7225.434871488481,True,0
2020-01-01 06:20:00,7232.77,7235.36,7230.82,7231.51,81.614612,7228.1477556662685,7225.987155898619,True,0
2020-01-01 06:25:00,7231.7,7235.0,7231.5,7233.71,50.768642,7229.260204533015,7226.689232635107,True,0
2020-01-01 06:30:00,7233.28,7233.89,7227.2,7229.06,83.745461,7229.220163626413,7226.904756941007,True,0
2020-01-01 06:35:00,7229.55,7231.83,7229.06,7230.65,40.778025,7229.506130901131,7227.245233582734,True,0
2020-01-01 06:40:00,7230.93,7232.0,7229.63,7229.63,66.474321,7229.530904720906,7227.462030529758,True,0
2020-01-01 06:45:00,7229.63,7229.64,7225.18,7228.53,39.506778,7229.330723776725,7227.559118663416,True,0
2020-01-01 06:50:00,7228.14,7229.64,7223.14,7223.15,41.741959,7228.09457902138,7227.158289694014,True,0
2020-01-01 06:55:00,7223.15,7226.33,7221.51,7225.62,40.585279,7227.5996632171045,7227.018445176375,True,0
2020-01-01 07:00:00,7225.88,7227.43,7225.0,7226.6,53.851054,7227.399730573685,7226.980404705795,True,0
2020-01-01 07:05:00,7226.6,7227.11,7223.32,7226.0,47.961328,7227.119784458948,7226.891277005268,True,0
2020-01-01 07:10:00,7226.54,7231.89,7225.23,7231.08,50.720498,7227.911827567159,7227.2720700047885,True,0
2020-01-01 07:15:00,7230.85,7232.0,7228.61,7231.0,41.539559,7228.529462053727,7227.610972731625,True,0
2020-01-01 07:20:00,7231.33,7231.62,7228.47,7229.29,21.16806,7228.681569642982,7227.763611574204,True,0
2020-01-01 07:25:00,7229.53,7232.94,7229.33,7231.27,32.3931,7229.199255714386,7228.082374158367,True,0
2020-01-01 07:30:00,7231.04,7232.86,7218.0,7220.15,75.222457,7227.389404571509,7227.361249234879,True,0
2020-01-01 07:35:00,7220.1,7220.79,7212.19,7212.95,61.428341,7224.501523657207,7226.051135668073,False,-1
2020-01-01 07:40:00,7213.25,7213.27,7199.11,7199.88,95.151297,7219.577218925766,7223.67194151643,False,0
2020-01-01 07:45:00,7199.88,7209.98,7199.11,7208.62,49.893682,7217.385775140613,7222.3035831967545,False,0
2020-01-01 07:50:00,7208.39,7214.12,7201.97,7213.74,52.954557,7216.6566201124915,7221.525075633413,False,0
2020-01-01 07:55:00,7212.72,7213.33,7206.56,7209.83,45.060921,7215.291296089994,7220.461886939465,False,0
2020-01-01 08:00:00,7209.83,7210.0,7200.88,7204.36,34.08682,7213.105036871996,7218.998079035878,False,0
2020-01-01 08:05:00,7204.37,7206.81,7200.0,7202.99,52.868199,7211.082029497597,7217.542799123526,False,0
2020-01-01 08:10:00,7203.0,7203.0,7193.65,7195.21,96.847538,7207.907623598078,7215.51254465775,False,0
2020-01-01 08:15:00,7195.21,7195.21,7186.71,7188.24,120.487628,7203.974098878463,7213.033222416136,False,0
2020-01-01 08:20:00,7187.33,7196.77,7187.33,7196.54,57.232649,7202.487279102771,7211.5338385601235,False,0
2020-01-01 08:25:00,7195.46,7196.51,7188.96,7189.97,63.565791,7199.983823282217,7209.573489600112,False,0
2020-01-01 08:30:00,7189.97,7194.95,7185.98,7194.68,58.345208,7198.9230586257745,7208.2195360001015,False,0
2020-01-01 08:35:00,7194.69,7194.69,7191.0,7192.54,47.83515,7197.64644690062,7206.794123636455,False,0
2020-01-01 08:40:00,7192.54,7192.54,7182.15,7185.4,68.349265,7195.197157520496,7204.849203305867,False,0
2020-01-01 08:45:00,7185.39,7186.04,7180.0,7184.22,129.666483,7193.001726016398,7202.973821187153,False,0
2020-01-01 08:50:00,7184.98,7191.99,7183.93,7191.99,54.629656,7192.799380813119,7201.97529198832,False,0
2020-01-01 08:55:00,7191.73,7202.74,7189.25,7200.64,131.631587,7194.367504650496,7201.853901807564,False,0
2020-01-01 09:00:00,7200.29,7210.51,7196.65,7197.42,81.861362,7194.978003720397,7201.450819825059,False,0
2020-01-01 09:05:00,7197.41,7203.16,7194.33,7194.49,48.786337,7194.880402976319,7200.81801802278,False,0
2020-01-01 09:10:00,7195.28,7201.66,7191.91,7193.68,68.155031,7194.640322381055,7200.169107293436,False,0
2020-01-01 09:15:00,7194.38,7195.72,7190.02,7195.05,48.386387,7194.722257904845,7199.703733903123,False,0
2020-01-01 09:20:00,7194.54,7197.84,7193.75,7195.31,33.101415,7194.8398063238765,7199.304303548293,False,0
2020-01-01 09:25:00,7195.29,7199.0,7192.66,7196.98,67.393507,7195.267845059101,7199.093003225721,False,0
2020-01-01 09:30:00,7197.25,7200.85,7197.22,7200.19,22.270721,7196.252276047282,7199.192730205201,False,0
2020-01-01 09:35:00,7200.04,7204.0,7197.07,7199.48,54.489081,7196.897820837826,7199.218845641091,False,0
2020-01-01 09:40:00,7198.79,7200.47,7195.86,7199.63,73.266771,7197.444256670261,7199.2562233100825,False,0
2020-01-01 09:45:00,7199.63,7199.79,7197.47,7198.56,24.79904,7197.667405336209,7199.1929302818935,False,0
2020-01-01 09:50:00,7199.51,7199.51,7192.59,7192.88,58.79667,7196.709924268968,7198.619027528994,False,0
2020-01-01 09:55:00,7192.88,7193.72,7188.0,7188.77,55.07978,7195.121939415175,7197.723661389994,False,0
2020-01-01 10:00:00,7189.07,7195.66,7185.2,7193.31,67.409084,7194.759551532141,7197.322419445449,False,0
2020-01-01 10:05:00,7193.31,7199.99,7191.56,7199.18,48.005402,7195.6436412257135,7197.491290404953,False,0
2020-01-01 10:10:00,7200.0,7204.0,7196.77,7203.0,49.441183,7197.114912980572,7197.992082186322,False,0
2020-01-01 10:15:00,7203.98,7206.51,7201.97,7204.74,53.171267,7198.639930384458,7198.605529260292,True,1
2020-01-01 10:20:00,7205.68,7206.56,7200.98,7203.89,52.329015,7199.689944307567,7199.085935691174,True,0
2020-01-01 10:25:00,7203.89,7206.78,7202.95,7205.95,41.628092,7200.941955446055,7199.709941537431,True,0
2020-01-01 10:30:00,7205.95,7206.61,7198.66,7198.68,44.823172,7200.489564356844,7199.6163104885745,True,0
2020-01-01 10:35:00,7199.27,7205.0,7197.99,7203.16,38.782957,7201.023651485475,7199.938464080522,True,0
2020-01-01 10:40:00,7204.02,7208.52,7202.96,7207.9,33.613495,7202.39892118838,7200.662240073202,True,0
2020-01-01 10:45:00,7208.39,7210.0,7203.09,7203.09,50.427114,7202.537136950705,7200.882945521093,True,0
2020-01-01 10:50:00,7203.09,7203.97,7199.59,7200.91,32.689741,7202.211709560564,7200.885405019175,True,0
2020-01-01 10:55:00,7201.24,7203.91,7200.31,7202.0,25.442282,7202.169367648452,7200.986731835614,True,0
2020-01-01 11:00:00,7202.01,7203.42,7200.32,7202.83,24.622646,7202.301494118762,7201.15430166874,True,0
2020-01-01 11:05:00,7202.83,7208.27,7202.46,7207.84,28.119969,7203.40919529501,7201.762092426127,True,0
2020-01-01 11:10:00,7207.83,7209.15,7205.2,7208.0,37.789146,7204.327356236009,7202.329174932843,True,0
2020-01-01 11:15:00,7208.0,7208.59,7203.92,7204.62,38.059754,7204.385884988807,7202.5374317571295,True,0
2020-01-01 11:20:00,7204.96,7229.91,7204.43,7229.71,212.122118,7209.450707991046,7205.007665233754,True,0
2020-01-01 11:25:00,7229.62,7237.73,7220.44,7222.83,149.695237,7212.126566392837,7206.62787748523,True,0
2020-01-01 11:30:00,7222.96,7234.57,7221.63,7222.84,82.381744,7214.26925311427,7208.101706804755,True,0
2020-01-01 11:35:00,7222.98,7224.83,7218.2,7220.89,63.896406,7215.593402491417,7209.264278913413,True,0
2020-01-01 11:40:00,7220.75,7228.76,7218.01,7228.5,50.84527,7218.174721993134,7211.012980830375,True,0
2020-01-01 11:45:00,7228.49,7228.97,7211.01,7211.02,114.477984,7216.743777594507,7211.013618936705,True,0
2020-01-01 11:50:00,7211.12,7211.81,7188.61,7193.97,222.572478,7212.189022075606,7209.464199033368,True,0
2020-01-01 11:55:00,7193.92,7202.11,7191.71,7197.2,52.376729,7209.191217660486,7208.349271848516,True,0
2020-01-01 12:00:00,7197.2,7209.71,7196.15,7204.08,79.548131,7208.168974128389,7207.961156225923,True,0
2020-01-01 12:05:00,7204.41,7216.3,7203.0,7216.19,54.482368,7209.7731793027115,7208.709232932658,True,0
2020-01-01 12:10:00,7216.11,7216.76,7204.9,7204.9,80.503132,7208.79854344217,7208.362939029688,True,0
2020-01-01 12:15:00,7205.08,7216.76,7203.62,7213.87,52.405199,7209.812834753737,7208.86358093608,True,0
2020-01-01 12:20:00,7213.89,7220.9,7213.7,7219.99,53.515896,7211.84826780299,7209.875073578254,True,0
2020-01-01 12:25:00,7221.0,7221.14,7210.62,7211.23,47.056817,7211.724614242393,7209.998248707503,True,0
2020-01-01 12:30:00,7211.35,7215.01,7206.41,7215.0,51.522328,7212.379691393915,7210.452953370457,True,0
2020-01-01 12:35:00,7215.0,7226.42,7214.99,7219.35,155.504209,7213.773753115132,7211.261775791324,True,0
2020-01-01 12:40:00,7219.44,7225.95,7214.96,7220.3,97.110353,7215.079002492107,7212.083432537567,True,0
2020-01-01 12:45:00,7220.52,7225.29,7215.2,7223.52,31.008436,7216.767201993685,7213.123120488697,True,0
2020-01-01 12:50:00,7222.74,7227.88,7218.22,7224.98,62.311695,7218.409761594949,7214.201018626088,True,0
2020-01-01 12:55:00,7224.67,7233.33,7222.21,7225.59,103.785016,7219.845809275959,7215.236380569171,True,0
2020-01-01 13:00:00,7225.84,7230.5,7219.66,7219.66,64.351247,7219.808647420768,7215.638527790155,True,0
2020-01-01 13:05:00,7219.86,7224.76,7215.19,7218.19,88.770958,7219.484917936615,7215.870479809232,True,0
2020-01-01 13:10:00,7219.17,7221.3,7216.51,7220.95,53.68071,7219.777934349293,7216.332254372029,True,0
2020-01-01 13:15:00,7220.95,7220.98,7213.56,7214.09,49.80116,7218.640347479435,7216.12841306548,True,0
2020-01-01 13:20:00,7214.27,7223.69,7212.88,7222.75,57.098644,7219.462277983549,7216.730375514073,True,0
2020-01-01 13:25:00,7222.71,7224.62,7218.81,7221.79,41.395047,7219.92782238684,7217.190341376429,True,0
2020-01-01 13:30:00,7221.93,7226.39,7220.49,7225.87,38.589154,7221.116257909472,7217.979401251299,True,0
2020-01-01 13:35:00,7225.52,7231.89,7225.52,7227.57,46.148164,7222.407006327578,7218.851273864817,True,0
2020-01-01 13:40:00,7227.24,7231.41,7222.05,7227.99,47.850328,7223.523605062062,7219.6820671498335,True,0
2020-01-01 13:45:00,7228.0,7228.0,7221.12,7226.57,50.60831,7224.132884049651,7220.308242863484,True,0
2020-01-01 13:50:00,7225.84,7226.98,7221.99,7224.62,29.786517,7224.230307239721,7220.7002207849855,True,0
2020-01-01 13:55:00,7225.17,7227.17,7216.0,7221.2,44.100663,7223.624245791777,7220.7456552590775,True,0
2020-01-01 14:00:00,7221.17,7222.87,7217.01,7220.18,45.592678,7222.935396633422,7220.694232053706,True,0
2020-01-01 14:05:00,7220.1,7220.1,7208.17,7215.88,65.025868,7221.524317306738,7220.256574594278,True,0
2020-01-01 14:10:00,7216.07,7217.98,7209.39,7217.02,38.982107,7220.623453845392,7219.9623405402535,True,0
2020-01-01 14:15:00,7216.01,7221.83,7215.84,7220.31,26.478537,7220.560763076313,7219.993945945685,True,0
2020-01-01 14:20:00,7220.89,7233.23,7220.52,7224.63,52.879821,7221.374610461052,7220.415405405168,True,0
2020-01-01 14:25:00,7224.81,7232.44,7223.09,7231.37,35.72462,7223.3736883688425,7221.411277641062,True,0
2020-01-01 14:30:00,7231.32,7233.98,7221.75,7232.72,104.059967,7225.242950695074,7222.439343310057,True,0
2020-01-01 14:35:00,7232.71,7234.97,7219.89,7224.57,60.032933,7225.108360556059,7222.6330393727785,True,0
2020-01-01 14:40:00,7224.62,7231.0,7220.18,7226.79,45.052618,7225.444688444848,7223.010944884344,True,0
2020-01-01 14:45:00,7226.79,7226.79,7219.89,7220.54,56.08819,7224.463750755879,7222.786313531222,True,0
2020-01-01 14:50:00,7220.96,7223.78,7217.2,7220.48,49.31382,7223.667000604704,7222.576648664746,True,0
2020-01-01 14:55:00,7221.25,7221.65,7216.51,7221.43,38.483026,7223.219600483764,7222.472407877041,True,0
2020-01-01 15:00:00,7221.6,7225.0,7220.96,7223.34,43.047939,7223.243680387011,7222.551279888219,True,0
2020-01-01 15:05:00,7223.23,7232.59,7222.97,7226.65,111.048876,7223.92494430961,7222.923890807471,True,0
2020-01-01 15:10:00,7227.29,7228.6,7222.02,7224.35,42.224817,7224.009955447688,7223.053537097701,True,0
2020-01-01 15:15:00,7224.35,7225.94,7220.6,7222.16,51.997887,7223.639964358151,7222.972306452456,True,0
2020-01-01 15:20:00,7221.87,7225.17,7218.29,7222.39,130.709892,7223.389971486521,7222.919369502232,True,0
2020-01-01 15:25:00,7222.39,7228.91,7222.24,7228.13,53.487469,7224.337977189218,7223.393063183847,True,0
2020-01-01 15:30:00,7228.13,7232.07,7224.19,7232.0,57.899204,7225.870381751374,7224.175511985315,True,0
2020-01-01 15:35:00,7232.01,7255.0,7229.43,7252.17,533.639131,7231.1303054011,7226.720465441195,True,0
2020-01-01 15:40:00,7252.1,7252.1,7230.99,7236.0,121.269385,7232.10424432088,7227.564059491996,True,0
2020-01-01 15:45:00,7235.39,7240.06,7225.81,7226.95,88.178401,7231.073395456705,7227.508235901814,True,0
2020-01-01 15:50:00,7226.95,7228.76,7218.46,7227.79,86.182725,7230.416716365365,7227.533850819831,True,0
2020-01-01 15:55:00,7227.83,7234.28,7227.83,7234.19,74.203066,7231.171373092292,7228.138955290755,True,0
2020-01-01 16:00:00,7234.2,7238.47,7228.33,7228.33,122.018015,7230.6030984738345,7228.156322991595,True,0
2020-01-01 16:05:00,7228.99,7229.36,7223.29,7226.43,115.362154,7229.768478779068,7227.999384537813,True,0
2020-01-01 16:10:00,7225.83,7234.06,7224.3,7231.23,57.462729,7230.060783023255,7228.293076852557,True,0
2020-01-01 16:15:00,7230.51,7231.33,7217.36,7217.36,75.175237,7227.520626418604,7227.299160775051,True,0
2020-01-01 16:20:00,7217.85,7222.86,7214.0,7219.33,73.152594,7225.882501134884,7226.574691613683,False,-1
2020-01-01 16:25:00,7219.36,7222.0,7215.12,7218.68,62.667798,7224.442000907907,7225.856992376075,False,0
2020-01-01 16:30:00,7218.61,7221.5,7216.77,7219.95,46.003087,7223.543600726325,7225.319993069159,False,0
2020-01-01 16:35:00,7220.28,7227.59,7217.49,7225.62,98.557107,7223.95888058106,7225.347266426507,False,0
2020-01-01 16:40:00,7225.62,7232.06,7224.93,7228.57,86.737559,7224.881104464848,7225.6402422059155,False,0
2020-01-01 16:45:00,7228.58,7230.83,7224.97,7225.01,31.333499,7224.906883571879,7225.582947459923,False,0
2020-01-01 16:50:00,7225.0,7238.29,7225.0,7236.98,35.914456,7227.321506857504,7226.619043145384,True,1
2020-01-01 16:55:00,7236.98,7246.42,7234.2,7245.37,77.548545,7230.931205486004,7228.323675586713,True,0
2020-01-01 17:00:00,7244.34,7248.65,7228.98,7229.81,81.62993,7230.7069643888035,7228.458795987921,True,0
2020-01-01 17:05:00,7230.34,7236.95,7224.92,7236.95,93.272144,7231.955571511044,7229.230723625383,True,0
2020-01-01 17:10:00,7236.99,7249.99,7236.99,7239.93,214.552432,7233.550457208835,7230.203385113984,True,0
2020-01-01 17:15:00,7239.93,7240.0,7234.57,7235.0,210.393393,7233.840365767068,7230.639441012713,True,0
2020-01-01 17:20:00,7234.38,7248.78,7232.72,7242.62,107.276472,7235.596292613655,7231.72858273883,True,0
2020-01-01 17:25:00,7243.64,7247.03,7242.63,7244.73,74.222162,7237.423034090924,7232.910529762572,True,0
2020-01-01 17:30:00,7244.76,7244.97,7233.58,7234.21,48.522353,7236.780427272741,7233.0286634205195,True,0
2020-01-01 17:35:00,7234.13,7240.97,7234.13,7235.09,46.347015,7236.442341818193,7233.216057655018,True,0
2020-01-01 17:40:00,7234.69,7236.99,7232.87,7233.0,35.1619,7235.753873454555,7233.1964160500165,True,0
2020-01-01 17:45:00,7233.0,7243.6,7232.99,7238.68,64.734557,7236.339098763644,7233.694923681833,True,0
2020-01-01 17:50:00,7237.8,7240.95,7236.14,7237.17,46.33924,7236.505279010916,7234.010839710757,True,0
2020-01-01 17:55:00,7237.63,7237.72,7234.0,7236.83,46.758969,7236.570223208733,7234.267127009779,True,0
2020-01-01 18:00:00,7237.02,7239.44,7232.02,7232.55,53.50275,7235.766178566987,7234.111024554344,True,0
2020-01-01 18:05:00,7232.55,7242.06,7232.02,7241.26,36.10839,7236.86494285359,7234.76093141304,True,0
2020-01-01 18:10:00,7242.04,7246.42,7237.37,7244.71,58.662701,7238.433954282872,7235.665392193672,True,0
2020-01-01 18:15:00,7243.83,7246.72,7240.2,7241.4,65.226203,7239.027163426298,7236.186720176065,True,0
2020-01-01 18:20:00,7241.37,7243.97,7237.45,7241.75,61.813155,7239.57173074104,7236.692472887332,True,0
2020-01-01 18:25:00,7241.84,7243.45,7235.23,7236.28,62.675164,7238.913384592833,7236.654975352119,True,0
2020-01-01 18:30:00,7235.22,7235.22,7225.17,7230.66,72.999511,7237.2627076742665,7236.109977592836,True,0
2020-01-01 18:35:00,7230.21,7233.0,7225.55,7228.42,63.496874,7235.494166139414,7235.41088872076,True,0
2020-01-01 18:40:00,7228.3,7234.83,7228.3,7234.52,37.697209,7235.2993329115325,7235.329898837055,False,-1
2020-01-01 18:45:00,7234.56,7235.63,7228.08,7233.5,34.721174,7234.939466329226,7235.163544397323,False,0
2020-01-01 18:50:00,7233.03,7235.58,7231.73,7234.72,23.943076,7234.895573063382,7235.123222179384,False,0
2020-01-01 18:55:00,7234.85,7243.39,7234.28,7240.67,40.8471,7236.050458450705,7235.627474708531,True,1
2020-01-01 19:00:00,7240.8,7241.0,7234.65,7240.0,42.593049,7236.840366760564,7236.024977007755,True,0
2020-01-01 19:05:00,7239.71,7240.16,7230.8,7232.87,30.785384,7236.046293408452,7235.73816091614,True,0
2020-01-01 19:10:00,7233.16,7233.49,7226.51,7232.4,29.508879,7235.317034726762,7235.434691741946,False,-1
2020-01-01 19:15:00,7232.36,7236.97,7232.28,7235.61,31.040364,7235.375627781411,7235.450628856314,False,0
2020-01-01 19:20:00,7235.75,7236.0,7227.04,7227.41,63.950945,7233.782502225129,7234.719662596649,False,0
2020-01-01 19:25:00,7227.4,7233.25,7226.0,7227.72,33.989708,7232.570001780104,7234.083329633317,False,0
2020-01-01 19:30:00,7227.83,7234.17,7227.55,7234.1,35.30712,7232.876001424083,7234.084845121197,False,0
2020-01-01 19:35:00,7234.1,7237.36,7230.41,7230.5,25.376851,7232.400801139267,7233.758950110179,False,0
2020-01-01 19:40:00,7230.5,7236.04,7227.38,7228.47,29.045282,7231.614640911414,7233.2781364637995,False,0
2020-01-01 19:45:00,7228.45,7232.0,7227.08,7232.0,22.392831,7231.691712729133,7233.161942239818,False,0
2020-01-01 19:50:00,7232.0,7232.7,7228.43,7231.83,40.052014,7231.719370183307,7233.040856581652,False,0
2020-01-01 19:55:00,7231.31,7231.31,7225.49,7229.48,33.70421,7231.271496146645,7232.717142346956,False,0
2020-01-01 20:00:00,7229.48,7236.84,7229.17,7232.69,31.019957,7231.5551969173175,7232.714674860869,False,0
2020-01-01 20:05:00,7232.69,7236.43,7230.07,7230.77,28.739698,7231.398157533855,7232.537886237154,False,0
2020-01-01 20:10:00,7230.46,7235.42,7229.43,7231.9,46.080474,7231.498526027084,7232.4798965792315,False,0
